path,sha256,lines,status,notes
CLAUDE.md,5797099c8a65d1318df36d996b0799a9f48e1254c0cbb908482b7e8983f26756,130,assigned,
CONNECTORS.md,ab5787080c45643451968ee0c9917945449db20d091b04ba77463cf745b4be92,66,assigned,
ai-governance-legal/skills/policy-monitor/SKILL.md,2b518c01a583350b3d8a61a12c0dbd9dd92e8b0ef5fe2fa626a55605ac3b6295,354,assigned,
ai-governance-legal/skills/use-case-triage/SKILL.md,11bbf1f76bf890a4ca5105ea9835d58d3adf3fd80df72bb610b27ea71be25d4f,320,assigned,
commercial-legal/logs/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,assigned,
commercial-legal/skills/amendment-history/SKILL.md,6224ec1b48eaaf60ab541bf985fadbade97df4977181c1f920990c947f5813e2,298,assigned,
commercial-legal/skills/cold-start-interview/SKILL.md,5d9b620471d1cb6b17eb26225b121af2dfa2a869761c1fc3855383a02c52760b,643,assigned,
commercial-legal/skills/renewal-tracker/references/renewal-register.yaml,53cc5a4f78df8d5de47fc9d7709963e73925709295ddd588f3890ef4e683baee,25,assigned,
corporate-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
corporate-legal/skills/cold-start-interview/SKILL.md,4de0d42fe37757ad984cc3c9017ae4d31f76a360862c0398d0e1732df4aa9380,500,assigned,
employment-legal/.claude-plugin/plugin.json,2b5da6141b9905b255fb812772124cb3b2da904a438518f47ebab9c4e609dcd6,8,assigned,
employment-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
employment-legal/data/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,assigned,
employment-legal/skills/leave-tracker/SKILL.md,7b3b42f3296a2d54f3f3ad3609c77c28bd1f686c2fba5a4238b4c124a71f4c76,36,assigned,
employment-legal/skills/log-leave/SKILL.md,d6fc802b35086c66c210a035b6714d64a9ae40344d5fe36c1889937cd82960ac,59,assigned,
employment-legal/skills/worker-classification/SKILL.md,2a19702c8408f7045e3a93d33959130325056b1cbb19132c331fa80599efc371,399,assigned,
external_plugins/cocounsel-legal/skills/deep-research/SKILL.md,3c171f74dbeb2f3c75d81828be3dbabf1adee87564fd44a28cdb4c9531d83ff1,132,assigned,
ip-legal/agents/ip-renewal-watcher.md,d9123cc0dfd09960fcade2f0bb12f03b35841252c8bc31d8ce1c25ab4d2a28d9,114,assigned,
ip-legal/logs/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,assigned,
ip-legal/skills/cold-start-interview/SKILL.md,7eab7537f22be71d8f44d0656887af2f72dbee15052b2c39b051b68aa13c1bab,479,assigned,
ip-legal/skills/oss-review/SKILL.md,44cd22a7e32c126235152f7a98d2859120f9b151ddb4846e8f5f704366a715e4,283,assigned,
ip-legal/skills/portfolio/SKILL.md,980a9861ca181cca2a0d77f90d3c60d7d30726541fb985442cc67600741643a2,539,assigned,
legal-builder-hub/CLAUDE.md,946a6a81c6f40284db13860813d127e0e19a4fe0923b73e98827b04421618725,270,assigned,
legal-builder-hub/references/allowlist-default.yaml,d97fa397b9d3b33f903932cd2daa05a3702e0ab2206911d1cba11ee7a5084442,40,assigned,
legal-builder-hub/skills/customize/SKILL.md,9a463ba1b4c988fcb08c90a56adc2885011301f316438b4c251901afc5890884,94,assigned,
legal-builder-hub/skills/registry-browser/SKILL.md,695ad7476ae63d23d16cb795cbb6cb180a92964736ea17285f5f6c0930ca22bc,82,assigned,
legal-clinic/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
legal-clinic/.mcp.json,4c79872c7e850466479b58f526ef6d293245bbb2a553f480835cfff243ddf74c,42,assigned,
legal-clinic/CLAUDE.md,caf52ef86f420b2d3c4328f5767db6df4b231f3e3148e51791501279ea486b94,419,assigned,
legal-clinic/README.md,c5ca7bf0c7a4f33daf0951b8ff6e8e3bdb04be1b12e83a9f8ff2cf0493fab84a,188,assigned,
legal-clinic/handoffs/_README.md,7d42c5ed6b525b48593ed644fab0ce6455cee6484257f96b448c55e7bfe8baff,44,assigned,
legal-clinic/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
