path,sha256,lines,status,notes
ai-governance-legal/skills/reg-gap-analysis/SKILL.md,b80fdf9d748da3165648458a04705027277422c13522cca5806e91fa453e1243,241,assigned,
commercial-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
commercial-legal/CLAUDE.md,3ff529ac6d2ae03ae2a49dc3f0d788207ed71e22d40d926de838ca408e9d028a,509,assigned,
commercial-legal/README.md,a1911b191b93b9586cef028c47b5fc90ec66177beca566eb86770e78e0757adb,144,assigned,
commercial-legal/agents/renewal-watcher.md,b85c847e9ef4b2690584c5a21d1f481ed94a8053f6a66f05234f49c68544cce7,55,assigned,
commercial-legal/skills/customize/SKILL.md,17a855a4005542b0c043f30bbc870a8e626442ea9b1edff879a3c9f56bc22952,101,assigned,
commercial-legal/skills/escalation-flagger/SKILL.md,fcbd79d70f251ccf33a87865728039da6af7547cd11d0a00766e472b68051a62,159,assigned,
commercial-legal/skills/saas-msa-review/SKILL.md,28b2adfda975f04ea81a9eff64b27c98728efe648d2bbcbf525832b365ef2997,245,assigned,
corporate-legal/skills/entity-compliance/SKILL.md,bd039cbffcd4625d942dbacb35eb18d337b4418bceaba3f9674f9f6b3c97cd12,459,assigned,
corporate-legal/skills/written-consent/SKILL.md,dafbb6242bb3ff9b21603084a8cc4c8f5656a72ff60725f467a8ae013946a064,323,assigned,
employment-legal/CLAUDE.md,72f101c12d47216d45e5fc5fd7809016185d606063fa6b80c80f219941c4bd92,399,assigned,
employment-legal/agents/leave-tracker.md,5292853ab091a951dda32f3751886d956348d3bf1ab97a2fda9722388979f8e7,286,assigned,
employment-legal/skills/expansion-kickoff/SKILL.md,56db88ec93420e6a2b123d606c2389d5a006b1325d2baa5267d4d08cb012d541,41,assigned,
employment-legal/skills/handbook-updates/SKILL.md,940205a727c2c761e34944434a34f38fff779fc52b697908fafeade6fc309f0e,107,assigned,
employment-legal/skills/internal-investigation/SKILL.md,becca82866db55981f67b48789abb3666d2d752ce35dd3bc1ec00d77c4ef28d0,765,assigned,
employment-legal/skills/investigation-add/SKILL.md,5434daa5d634d5aeea8aeaa7a861674b57bcc2963f5a1d48784bd4bd1b662a6f,39,assigned,
employment-legal/skills/wage-hour-qa/SKILL.md,e7b45cdc43341fe84ea6bd251c5d916db054187d23b22f3f8adf2bac1adeae1b,214,assigned,
external_plugins/cocounsel-legal/.mcp.json,734ac7d25c35973548158c10b69e26da36b21e5fced5e2328e08526ea8c9d88a,11,assigned,
ip-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
ip-legal/skills/customize/SKILL.md,bf15b9f0a88f36b747741f6c05fb59b0bc4a49eda918529338b464d7aa0a9aa6,103,assigned,
ip-legal/skills/ip-clause-review/SKILL.md,c483437c4eddc2b222c7fb879ed63c71919b39d3dee4f8b5dd54b2e26827924b,286,assigned,
ip-legal/skills/matter-workspace/SKILL.md,63389c40bc845994a4c21c4daa56add85ca5b431b9470513f1735792d22ca8f1,184,assigned,
law-student/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
law-student/skills/irac-practice/SKILL.md,5ccde39ad997cb1b8b28715b31fce0eebfa4272b6596a6777eaa49df2e830265,178,assigned,
legal-clinic/deadlines.yaml,cec1935220d8f0003564714163c9b9298a0891e2bf19b62ff01ef799ff4beb16,32,assigned,
legal-clinic/skills/client-comms-log/SKILL.md,62ebe345bac6cdfcdffaaa960a67fdb2833127ef6b725c8118d12b784c2d5da1,116,assigned,
legal-clinic/skills/supervisor-review-queue/references/review-queue.yaml,8e50e7b5bc8b2179b76a940b96fe07162107c20879b84d55827be5ae26f92d02,11,assigned,
litigation-legal/.claude-plugin/plugin.json,f8ba72939feb17165d2a6b51e01ff642f546bdd140a613726d21a4de9ec8234a,8,assigned,
litigation-legal/README.md,bfa3942ef8fb3d661a7537b5eba0757bc134ca87a1f1e49e2514692c569378e7,158,assigned,
litigation-legal/agents/docket-watcher.md,99cd70b88ac43aab0a50bea06227202e9a5d77642f66db644db5190d7f22e343,70,assigned,
litigation-legal/skills/demand-draft/SKILL.md,7ba3ab0332777a0c1da7c3f914f31dc0934dd3a0d05cc7679f540498d70406ea,351,assigned,
litigation-legal/skills/portfolio-status/SKILL.md,8f5062d25b6fa3b694a6cf210ba74394b9f344bcb038fb17ca06ef22f87887d0,126,assigned,
litigation-legal/skills/subpoena-triage/SKILL.md,d57ef12307af0232147a9e688d5d582bed0939335a282649eaf86b6ef38a09bb,278,assigned,
managed-agent-cookbooks/diligence-grid/steering-examples.json,a4ce5b9c62a19de2de85a80a5f2b90979b15f3c4a1114869677f8828a6512092,5,assigned,
managed-agent-cookbooks/docket-watcher/agent.yaml,b5a15ca363275508c8c4056eb1f4ece8ed3e3a7422690f41b453c77af87cbbb1,51,assigned,
managed-agent-cookbooks/launch-radar/README.md,c8ca493eadfda1905d3dcf61132c0907d40d8570ae9140bffcb5a4dff24ee8a8,59,assigned,
managed-agent-cookbooks/reg-monitor/agent.yaml,54c86c26f6f20980698e66e33ec0b08f0038ac4be47d5246f88a1779c06a14be,38,assigned,
managed-agent-cookbooks/reg-monitor/steering-examples.json,d93e1e42242a546c9a9a83b8332f140ced36fdd263f160a8958aa9067b427ad6,5,assigned,
managed-agent-cookbooks/reg-monitor/subagents/feed-reader.yaml,8007a8e75b9b35535b68c8a267e530ff3bb34fe7a029d4e3aa93cbe3a6bd7503,88,assigned,
managed-agent-cookbooks/renewal-watcher/subagents/deadline-calculator.yaml,ed00cf5cbde3e02babbb7f96917244120d3bce4ebdd8636edf9faa6022f5dde0,78,assigned,
managed-agent-cookbooks/renewal-watcher/subagents/repo-reader.yaml,911ba93f283fa4c409ae493d4b73edcb9c89b48d9025a08709bae475442a8342,77,assigned,
privacy-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
privacy-legal/.mcp.json,36dd5bf775ca4397585dbfe010722385326d0527c81022747423735ab1de6514,22,assigned,
privacy-legal/skills/policy-monitor/SKILL.md,b395edeae2d1fa338c94e6cd2a9f3245158d0f2a4ebfd046d087ec0f716a6fb2,358,assigned,
product-legal/skills/cold-start-interview/SKILL.md,40b07eb62ab679ea1453064361a0ac8d9de61dacef63856be86888ed6714120b,492,assigned,
product-legal/skills/customize/SKILL.md,37788bce2adad05c1569dc2813caf31cde09126bafc5cbbb75480003753ba512,98,assigned,
product-legal/skills/launch-review/references/seven-category-framework.md,7847dafe88440acef22d1f81706b76442f389f1b3c8370f110d8c75c29f2293b,135,assigned,
product-legal/skills/matter-workspace/SKILL.md,6798b8fb8a3f26a74dc5051934168d9b02943640d041b537516773b40d153588,186,assigned,
references/company-profile-template.md,cb4f7bdbad2a2ba3bc57bae91f6a71a6e3537f08a480d51a115b526993fb295d,32,assigned,
regulatory-legal/agents/reg-change-monitor.md,7437a74dabfa080900e03e2e78b3455ff445ba6754292abb2a2bc5a8d1f213d5,51,assigned,
regulatory-legal/skills/policy-diff/SKILL.md,2430a251acc8e95d6b998f2661211289b6baa0dab6ec07e49c253d4df15451d0,205,assigned,
regulatory-legal/skills/policy-redraft/SKILL.md,40032ef5d11bc402740bf90ddfbad7a81756d393b98fe094d686ac20b332a8f7,199,assigned,
scripts/validate.py,5af9543ff789485965143b0fdc7df8e1cfd5b88940c91ab8334e3bed374be5a8,44,assigned,
