path,sha256,lines,status,notes
.github/workflows/cla.yaml,dfc94275d12e46bcaded98d8b9116a961538e711b60e44d1554a57e7dcb8a0f1,43,assigned,
CODE_OF_CONDUCT.md,d889d74f9c1b57a7610d7547c3ff6ba806496ca8813cd0035ea9288747e15cb9,37,assigned,
CONTRIBUTING.md,61f3d17b921e469c0461dc691a1bdf42a4dcc9453469c969e50bd5c1339dcc6b,82,assigned,
QUICKSTART.md,74ae5bc709560b657419a4df486816de400bbc073e8e72366523286b3b9eee21,75,assigned,
ai-governance-legal/skills/matter-workspace/SKILL.md,ce357f0aaaf874651bfeafddcc2fce5d60297c656a14f81819be9db911a07d67,185,assigned,
ai-governance-legal/skills/vendor-ai-review/SKILL.md,2eb6c0eca4959dbd5d46089b55b3486a55ff524bbb5e23416dafb706f318e5bd,323,assigned,
commercial-legal/agents/playbook-monitor.md,055be0aa0d4242426b959492db1ec83b6f87dac4073179b4aa8f643e449f4cbd,190,assigned,
commercial-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
commercial-legal/skills/review/SKILL.md,b37dd58a5e782eca1e7bb9663d92a5cdf51584f0fec419512814c866d5688117,110,assigned,
commercial-legal/skills/stakeholder-summary/SKILL.md,b2f09d9640644f35d72de7d65b97428fb8c6c42370dd1b6333340905551ba941,192,assigned,
commercial-legal/skills/vendor-agreement-review/SKILL.md,e7b1e407918289eecebbe413ae353819fcada1508e08f46069d8db204495a854,343,assigned,
corporate-legal/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
corporate-legal/skills/ai-tool-handoff/SKILL.md,c49fd0111bbbc5e036a5735a5b1ac45ed4a0a32e78312e4a41afac6581d8c815,133,assigned,
corporate-legal/skills/tabular-review/references/gsheets-output.md,301ede954f7e2715cdc0f1a9248c4f16c8ebc3bd652a73ec3e75131f213aecf8,67,assigned,
employment-legal/.mcp.json,fd3210891f737cd80e501ba123df2f2c8508c15b28c20df51c1b017ad046b50c,22,assigned,
employment-legal/skills/investigation-memo/SKILL.md,2ac46e5d1c0bbc5fbec9e5e1083afa3dce9331e9d51db07e3ac2d8935f18c6c6,36,assigned,
employment-legal/skills/investigation-query/SKILL.md,75a45f1cf1830c4a2a8b13205cfb2ca81cbaeb642f95650e5eb0f857a2ec00c0,44,assigned,
employment-legal/skills/termination-review/SKILL.md,4a0ddb50788d310a1094d458395af79f0f1e641e04511b95fbc6d52a77ca92e7,283,assigned,
external_plugins/cocounsel-legal/.claude-plugin/plugin.json,c65a91c8b5643cf74204531f24f17ea85e61e40457ee6e3efdbf940f10e300e2,9,assigned,
law-student/.claude-plugin/plugin.json,44fa4c7bcdbb9fd8c04829bafd38a4adfe86c4fbc371ecc5d9fa1d72cad8bb76,8,assigned,
law-student/.gitignore,e48d69406979f6930a9a6135f795c482d5b78aaa99cce6b317ab40786ff41ecb,1,assigned,
law-student/skills/bar-prep-questions/SKILL.md,eaeb9d21a6583046ac1420e590620f4ec208a97092c7743a69f91fd8f25e101a,270,assigned,
law-student/skills/outline-builder/SKILL.md,8651dbfb2a30b152c33b5eb666ff56936399abd5b74b3959e3c29a21f12d4ccc,152,assigned,
law-student/skills/socratic-drill/SKILL.md,cb293135a114b4e9220e6f0a6d74b32abca845359e2becc153310bbb75a274e3,101,assigned,
law-student/skills/study-plan/SKILL.md,a6b688808f86f3ab21b9c21014f05ca305a7a7646f2b7ca06fd5b946ac2aab82,248,assigned,
legal-builder-hub/.mcp.json,242f694a9a78b3126c3dcfbd0f72b3028fccc4e1b5b131d71e38fb367295a325,27,assigned,
legal-builder-hub/agents/registry-sync.md,a17758d6742f48f04c7aa8446404a517bfc8d410e157803320cde130de57fa76,46,assigned,
legal-builder-hub/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
legal-builder-hub/skills/auto-updater/SKILL.md,5126a23c82358cf3db5d15bf7e0d12fcf32219ce54a73412a12ae6badb4939c6,177,assigned,
legal-builder-hub/skills/registry-browser/references/registries.yaml,002fbdca2a9b9580161f05671395204199082f69e7b1e43b8edf689ddd413166,14,assigned,
legal-builder-hub/skills/skill-installer/references/allowlist.md,8ea09e89ce944df03ade509b1da30b2fd76b4097394870af9df4cd264e36877d,147,assigned,
legal-builder-hub/skills/skill-installer/references/freshness.md,5e903c17dc5de178e907a548d1f67f3c1842ed0b4554eb4193f34cd3d5862f66,96,assigned,
legal-builder-hub/skills/skills-qa/SKILL.md,608ec5c3c2192a3db5c2da5d1c8d2fc8930814c95e54672134fb1f0f377c7339,699,assigned,
legal-clinic/client-comms/_README.md,2f3817c98c45fdfeeb6db10e02273af535b3459f2395aecedd047bab93384b6c,57,assigned,
legal-clinic/skills/draft/SKILL.md,3920eb82369cf7be710352c0088e7cf7c3ebbcdaa4955a85b12d655475b25b99,163,assigned,
litigation-legal/.mcp.json,a0e75f5141aedfc4ceb1295caed7a995f29c402268333c9d489b724bddf2b070,55,assigned,
