path,sha256,lines,status,notes
.gitignore,35aa9511acdbadaa457a3e2ba4c441731deda038718b07d0ea1bbfbf20aad7bf,7,assigned,
CLA.md,13955e2a05b66954f9a32f5f7b6a26966f23de63893f6729fed7e8b143718a0c,39,assigned,
LICENSE,3ddf9be5c28fe27dad143a5dc76eea25222ad1dd68934a047064e56ed2fa40c5,202,assigned,
ai-governance-legal/.gitignore,5e8d118156b6eab659098855a0840d1ee60fad7964977fcbeb806bb8d95b0bd0,3,assigned,
ai-governance-legal/.mcp.json,4d52c3b2b5d31ee2fbf753a3190ab4f03b15081ee51800ca9339112c851e5037,21,assigned,
ai-governance-legal/README.md,134eabcbef49f73e9f8e4bcf8d3815d16efeee03cebc6d813789ced5d0a4390f,146,assigned,
ai-governance-legal/references/currency-watch.md,d3698887e74707aa52dfedaaa903f03e242eba91ede8b047a1b7473270600f15,38,assigned,
ai-governance-legal/skills/ai-inventory/SKILL.md,b128f93b3e89b8f8c6a52d375257c31a59b0ccb140495da9395a30a822446cf1,253,assigned,
commercial-legal/.claude-plugin/plugin.json,3acc7ca09afdc4b83e0fc6733fc67ecfe80e6e806c3f60062b6f45eee95d6975,8,assigned,
corporate-legal/CLAUDE.md,c0bc5b9e1703eac34ae3fa7a21880dc698c0874b331830a5e0d10b27e3b55906,478,assigned,
corporate-legal/README.md,436874a42da4a26c314ad6e7150b4d08784c09e7ddf6fcace5f30afd13ed20ce,99,assigned,
corporate-legal/agents/dataroom-watcher.md,e7cea37f4d0bcfc9669a509da7a0116a1e26f9b6c98ab8a8d35557d7b571df37,54,assigned,
corporate-legal/skills/customize/SKILL.md,127fd7ec3b86072fc21c233ab25a2e99d244f475b89c74ae6127ec74c96c1f3e,102,assigned,
corporate-legal/skills/deal-team-summary/SKILL.md,c730ca19b569ebb7bdad9d8936c5f79ee36fc05263dbb0711bce40a7e4c78147,126,assigned,
corporate-legal/skills/integration-management/SKILL.md,181bbff55e5024596b25f2f49fb92191ecbff7013acc094f89a7343107d2bb62,553,assigned,
corporate-legal/skills/tabular-review/SKILL.md,1f0ae9734ce983cc37451c31fa7b2272869a00cf4687965d38678d6f7f91de9c,235,assigned,
employment-legal/hooks/hooks.json,b56c9265773cc456d686833a5102f34eae5da1dba76a822276974d1c5f7fa4d9,3,assigned,
employment-legal/skills/cold-start-interview/SKILL.md,c110ad3c0b2c87b8a089e13befc16ad371493654af020f836bbf08ed28db5207,324,assigned,
employment-legal/skills/expansion-update/SKILL.md,058b56fa4c44d922af9ae40d686521d9efca03d5517076dcf472f8c3beebb34a,74,assigned,
employment-legal/skills/international-expansion/SKILL.md,011ad3105901b7ca432513187207faf425fda23297e06a056648fea0eeb03051,361,assigned,
employment-legal/skills/matter-workspace/SKILL.md,7039db3631566c6cbf28257040bbff4a8e5b09642c4a218a2b3b5db099dd5ae8,187,assigned,
external_plugins/cocounsel-legal/README.md,c25fbc910783cbaa17c007ae2da144372532aa63514a2d725cfd0e2980869df7,46,assigned,
ip-legal/README.md,8f5e920c002b10b7bc0f97163952ebc5ecf8203ec7f4d1d20dbb8bc4edc22b74,169,assigned,
ip-legal/skills/cease-desist/SKILL.md,0a0f8c6aaa9eb84561eb96a428d8135f217d37487430f4b759467093e490e892,501,assigned,
ip-legal/skills/infringement-triage/SKILL.md,aa6bba134df1cf67ad1a01ef1ee633bf29fd9a4eb92a70f3fd4554e3afd4d4b9,628,assigned,
law-student/README.md,6b3734d6015423be27b26f5410eb10db977070ccdeab0ce168c6bf56150a3065,105,assigned,
law-student/skills/customize/SKILL.md,aafb22c1a6cf813f3c14171069c9ac1520d72a82f9643b6f1a40094a3969335c,88,assigned,
law-student/skills/flashcards/SKILL.md,1fdc544c2173713e30a9ae69ac26f5bc71231678d10190b67286f7018965943f,158,assigned,
law-student/skills/legal-writing/SKILL.md,4e7b0505804e281b473619adcdd314f9ed3a4412cf95fb39c9f5b292dc3c99b7,167,assigned,
legal-builder-hub/.claude-plugin/plugin.json,0954430ba947349bfb11c5231cd36f7f97152efdb68093cc66716f8de67b733b,8,assigned,
legal-builder-hub/skills/skill-manager/SKILL.md,a10847ce5df8974d814792669636d1111554a9a3fa33a8c7393837ab21b90c9b,132,assigned,
legal-builder-hub/skills/uninstall/SKILL.md,124136422d12cec23f05f60ef2f5722bddf6bd9a77bc6ad0d26f4e116dffea03,35,assigned,
litigation-legal/inbound/_README.md,4c91978cef4d09a25beba8f0bb17ebff3564fc15d99411a676ad36806d2f589b,45,assigned,
litigation-legal/matters/_README.md,ded6eb83fecd9e7ff9c1c88e3baedf084928b0bf55712b33c6e57446545f6da6,42,assigned,
litigation-legal/matters/_log.yaml,17ebd9c8a180bc0d8a7b8a69edbde553a7cd5b2940c4a15bd4bdcda86b536e8d,64,assigned,
litigation-legal/skills/brief-section-drafter/SKILL.md,acca2977745f372467305d489035c7abd8603790a3f8de1ae2979c163c6a8e5e,191,assigned,
litigation-legal/skills/claim-chart/references/element-templates.md,c4640a34ca2dfa0b313808f70957891882866ad428fb5193d5ec7d738efb6bf8,447,assigned,
litigation-legal/skills/matter-intake/SKILL.md,7bc764c364c1e7395f1321a834eae34e6271e416fcfec3c3ef9c58132adb1ca9,310,assigned,
litigation-legal/skills/privilege-log-review/SKILL.md,73e36930ca773eeace53a83077fa7cf851e6a382038987ba2b38921146bc8fad,230,assigned,
managed-agent-cookbooks/diligence-grid/README.md,aaa3ce75e8bc7c4de6c3f6cb10e196400f4bf32f0598939ff9eae67796dc813a,61,assigned,
managed-agent-cookbooks/diligence-grid/subagents/extractor.yaml,5a0eb17ee562d41289dc4e7908fa038c353b54910397ebbad95d9898bd44d190,85,assigned,
managed-agent-cookbooks/renewal-watcher/README.md,a56a24688bc9aeeab7a342e36345df056f505e687e30de6a792d72acaa733c69,58,assigned,
managed-agent-cookbooks/renewal-watcher/subagents/alert-writer.yaml,9fb9854b0cc6b9652e909dc2499bf261b7ee66e3e8bf0072ab2b347ff0cde0cf,93,assigned,
